,filename,category,x_min,x_max,y_min,y_max
69,IMG_000140.jpg,碧凤蝶,1217,2321,1100,2424
70,IMG_000142.jpg,碧凤蝶,1963,3290,789,2071
71,IMG_000145.jpg,碧凤蝶,2190,2752,767,1327
72,IMG_000148.jpg,碧凤蝶,2196,4044,920,2271
73,IMG_000155.jpg,碧凤蝶,2405,3090,1474,2131
74,IMG_000156.jpg,碧凤蝶,2564,3741,1392,2359
75,IMG_000158.jpg,碧凤蝶,2638,3251,1510,2477
76,IMG_000159.jpg,碧凤蝶,2631,3262,1790,3159
77,IMG_000160.jpg,碧凤蝶,2685,3220,1954,2585
78,IMG_000161.jpg,碧凤蝶,1037,1640,1433,2092
79,IMG_000162.jpg,碧凤蝶,2606,3206,1658,2861
80,IMG_000164.jpg,碧凤蝶,527,1496,2447,3130
81,IMG_000165.jpg,碧凤蝶,2716,3285,1951,2447
82,IMG_000167.jpg,碧凤蝶,2716,3271,1796,2368
83,IMG_000168.jpg,碧凤蝶,2818,3785,1903,2731
84,IMG_000170.jpg,碧凤蝶,2660,3181,1528,2058
85,IMG_000171.jpg,碧凤蝶,2868,3575,1682,2540
86,IMG_000174.jpg,碧凤蝶,2441,3673,1008,1666
87,IMG_000177.jpg,碧凤蝶,1992,3409,1709,2933
88,IMG_000179.jpg,碧凤蝶,2526,5287,1866,4016
89,IMG_000180.jpg,碧凤蝶,2536,4878,1266,3782
90,IMG_000184.jpg,红基美凤蝶,1848,2148,774,1114
91,IMG_000186.jpg,红基美凤蝶,2052,2350,884,1298
92,IMG_000188.jpg,红基美凤蝶,2261,2379,1116,1267
93,IMG_000189.jpg,红基美凤蝶,2328,2693,571,1023
94,IMG_000194.jpg,红基美凤蝶,1690,2630,444,1320
95,IMG_000196.jpg,红基美凤蝶,2806,3109,1623,2096
96,IMG_000199.jpg,红基美凤蝶,3149,3564,1844,2297
97,IMG_000201.jpg,红基美凤蝶,3113,3551,1931,2382
98,IMG_000202.jpg,红基美凤蝶,3138,3472,1959,2462
99,IMG_000203.jpg,红基美凤蝶,3113,3930,1913,2661
100,IMG_000205.jpg,红基美凤蝶,3013,3423,2109,2640
101,IMG_000207.jpg,红基美凤蝶,2744,3321,2067,2482
102,IMG_000209.jpg,红基美凤蝶,3054,3381,1991,2430
103,IMG_000211.jpg,红基美凤蝶,2862,3452,1985,2448
104,IMG_000212.jpg,红基美凤蝶,2831,3379,1751,2236
105,IMG_000214.jpg,红基美凤蝶,2637,3502,2027,2492
106,IMG_000215.jpg,红基美凤蝶,2928,3621,1869,2646
107,IMG_000216.jpg,红基美凤蝶,2836,3703,1874,2592
108,IMG_000219.jpg,红基美凤蝶,2654,3503,2128,2723
109,IMG_000220.jpg,红基美凤蝶,2816,3771,1940,2530
110,IMG_000221.jpg,红基美凤蝶,3036,3449,1613,2328
111,IMG_000224.jpg,蓝凤蝶,252,538,283,564
112,IMG_000227.jpg,蓝凤蝶,252,538,283,564
113,IMG_000228.jpg,蓝凤蝶,527,1475,886,1746
114,IMG_000229.jpg,蓝凤蝶,917,1976,1043,2080
115,IMG_000233.jpg,蓝凤蝶,1044,1799,1148,1939
116,IMG_000234.jpg,蓝凤蝶,635,1708,1125,1971
117,IMG_000238.jpg,蓝凤蝶,767,1567,1239,2207
118,IMG_000241.jpg,蓝凤蝶,1272,1944,1307,2075
119,IMG_000242.jpg,蓝凤蝶,194,300,162,286
120,IMG_000243.jpg,蓝凤蝶,1413,2049,1443,2212
121,IMG_000245.jpg,金裳凤蝶,1788,2140,1253,1794
122,IMG_000248.jpg,金裳凤蝶,1913,2107,367,569
123,IMG_000249.jpg,金裳凤蝶,1577,1818,1161,1396
124,IMG_000250.jpg,青凤蝶,2101,2301,1069,1416
125,IMG_000252.jpg,青凤蝶,2685,3092,1806,2375
126,IMG_000254.jpg,青凤蝶,2658,3051,1465,2113
127,IMG_000255.jpg,青凤蝶,2767,3297,1595,2236
128,IMG_000259.jpg,青凤蝶,2794,3578,1140,1961
129,IMG_000260.jpg,青凤蝶,2315,3210,1566,2440
130,IMG_000261.jpg,青凤蝶,2789,3658,1047,2361
131,IMG_000262.jpg,青凤蝶,1799,3185,2,1051
132,IMG_000267.jpg,朴喙蝶,1879,2516,1128,1620
133,IMG_000268.jpg,朴喙蝶,1664,2797,1146,1809
134,IMG_000269.jpg,朴喙蝶,1464,2623,1080,1717
135,IMG_000270.jpg,密纹飒弄蝶,1705,3348,1400,2629
136,IMG_000271.jpg,密纹飒弄蝶,2328,3431,1672,2592
137,IMG_000274.jpg,小黄斑弄蝶,2481,3513,2054,2683
138,IMG_000275.jpg,小黄斑弄蝶,2579,3615,2060,2705
139,IMG_000277.jpg,无斑珂弄蝶,1930,2481,539,1716
140,IMG_000281.jpg,无斑珂弄蝶,1795,2245,63,775
141,IMG_000282.jpg,无斑珂弄蝶,2032,2532,903,1630
142,IMG_000283.jpg,无斑珂弄蝶,1939,2321,1039,1745
143,IMG_000285.jpg,直纹稻弄蝶,1537,1972,1038,1286
144,IMG_000287.jpg,直纹稻弄蝶,943,1589,805,1198
145,IMG_000289.jpg,直纹稻弄蝶,1506,1920,969,1378
146,IMG_000290.jpg,直纹稻弄蝶,1415,1812,1152,1585
147,IMG_000293.jpg,直纹稻弄蝶,1369,2004,1055,1695
148,IMG_000294.jpg,直纹稻弄蝶,1402,1811,1376,1749
149,IMG_000295.jpg,直纹稻弄蝶,1470,2038,1248,1720
150,IMG_000297.jpg,花弄蝶,1940,2435,1106,1565
151,IMG_000298.jpg,花弄蝶,1944,2334,946,1333
152,IMG_000299.jpg,花弄蝶,1893,2425,1076,1492
153,IMG_000300.jpg,花弄蝶,1935,2360,1049,1439
154,IMG_000303.jpg,花弄蝶,2637,3108,1579,2347
155,IMG_000306.jpg,花弄蝶,2500,3923,1128,2795
156,IMG_000307.jpg,花弄蝶,1879,3300,964,2597
157,IMG_000308.jpg,花弄蝶,1685,3195,1426,2641
158,IMG_000312.jpg,花弄蝶,2041,3603,1123,2574
159,IMG_000316.jpg,花弄蝶,1688,3277,731,2765
160,IMG_000319.jpg,花弄蝶,2229,4004,726,2770
161,IMG_000322.jpg,花弄蝶,2654,3246,1807,2404
162,IMG_000323.jpg,花弄蝶,2519,3176,2015,2553
163,IMG_000324.jpg,花弄蝶,2601,3274,1878,2422
164,IMG_000326.jpg,花弄蝶,2585,3303,1892,2538
165,IMG_000327.jpg,花弄蝶,2698,3461,1543,2285
166,IMG_000328.jpg,花弄蝶,2676,3206,1187,1786
167,IMG_000332.jpg,花弄蝶,2744,3336,1676,2204
168,IMG_000335.jpg,隐纹谷弄蝶,2937,3430,2217,2572
169,IMG_000338.jpg,隐纹谷弄蝶,3144,3772,1833,2472
170,IMG_000339.jpg,隐纹谷弄蝶,2590,3286,2083,2585
171,IMG_000340.jpg,隐纹谷弄蝶,2690,3383,1931,2599
172,IMG_000344.jpg,绢斑蝶,583,4094,911,2783
173,IMG_000346.jpg,虎斑蝶,1547,1807,1454,1717
174,IMG_000351.jpg,亮灰蝶,849,1197,459,965
175,IMG_000353.jpg,亮灰蝶,661,1294,377,939
176,IMG_000354.jpg,亮灰蝶,679,1315,337,792
177,IMG_000355.jpg,亮灰蝶,523,1123,508,1121
178,IMG_000357.jpg,亮灰蝶,532,1029,367,1098
179,IMG_000360.jpg,亮灰蝶,650,1177,356,958
180,IMG_000363.jpg,亮灰蝶,786,1047,382,613
181,IMG_000364.jpg,亮灰蝶,533,947,339,854
182,IMG_000365.jpg,亮灰蝶,455,687,353,674
183,IMG_000366.jpg,咖灰蝶,835,1101,516,768
184,IMG_000367.jpg,咖灰蝶,990,1384,575,931
185,IMG_000370.jpg,咖灰蝶,982,1388,642,987
186,IMG_000371.jpg,大紫琉璃灰蝶,955,1245,641,940
187,IMG_000373.jpg,大紫琉璃灰蝶,790,1073,461,783
188,IMG_000378.jpg,大紫琉璃灰蝶,2367,3582,1488,2348
189,IMG_000381.jpg,大紫琉璃灰蝶,2327,3348,1629,2213
190,IMG_000383.jpg,大紫琉璃灰蝶,2385,3513,622,1933
191,IMG_000385.jpg,大紫琉璃灰蝶,1876,3176,1065,2393
192,IMG_000386.jpg,大紫琉璃灰蝶,2515,3157,1748,2209
193,IMG_000387.jpg,大紫琉璃灰蝶,2564,3236,1882,2441
194,IMG_000388.jpg,大紫琉璃灰蝶,2527,3146,1566,2173
195,IMG_000392.jpg,大紫琉璃灰蝶,2158,3427,435,2131
196,IMG_000395.jpg,大紫琉璃灰蝶,1656,3236,1192,2497
197,IMG_000397.jpg,大紫琉璃灰蝶,2194,3519,1417,3033
198,IMG_000399.jpg,大紫琉璃灰蝶,2452,3172,1726,2300
199,IMG_000401.jpg,大紫琉璃灰蝶,1284,1948,3312,4000
200,IMG_000402.jpg,大紫琉璃灰蝶,2475,3289,1561,2350
201,IMG_000406.jpg,大紫琉璃灰蝶,2897,3722,1247,1971
202,IMG_000408.jpg,大紫琉璃灰蝶,2429,3371,1384,2337
203,IMG_000409.jpg,大紫琉璃灰蝶,2447,3351,1400,2304
204,IMG_000410.jpg,大紫琉璃灰蝶,2473,3398,1435,2357
205,IMG_000415.jpg,大紫琉璃灰蝶,852,1238,419,830
206,IMG_000416.jpg,大紫琉璃灰蝶,827,1212,458,878
207,IMG_000417.jpg,大紫琉璃灰蝶,890,1409,505,986
208,IMG_000418.jpg,大紫琉璃灰蝶,849,1372,484,968
209,IMG_000419.jpg,大紫琉璃灰蝶,783,1122,518,887
210,IMG_000420.jpg,大紫琉璃灰蝶,645,987,643,1014
211,IMG_000425.jpg,婀灰蝶,2327,3278,1412,2315
212,IMG_000428.jpg,婀灰蝶,2586,3268,1565,2138
213,IMG_000429.jpg,婀灰蝶,2254,3305,1487,2441
214,IMG_000430.jpg,婀灰蝶,2351,3408,1300,2398
215,IMG_000432.jpg,婀灰蝶,2623,3559,1582,2697
216,IMG_000434.jpg,婀灰蝶,2463,3457,1459,2322
217,IMG_000435.jpg,婀灰蝶,2549,3146,1535,2346
218,IMG_000436.jpg,婀灰蝶,2597,3193,1720,2446
219,IMG_000437.jpg,婀灰蝶,2439,3270,1429,2254
220,IMG_000438.jpg,婀灰蝶,2618,3212,1629,2376
221,IMG_000442.jpg,曲纹紫灰蝶,888,1429,164,692
222,IMG_000443.jpg,曲纹紫灰蝶,883,1436,124,664
223,IMG_000445.jpg,曲纹紫灰蝶,842,1369,168,698
224,IMG_000447.jpg,波太玄灰蝶,2875,3366,1811,2583
225,IMG_000448.jpg,波太玄灰蝶,2738,3187,1674,2249
226,IMG_000450.jpg,波太玄灰蝶,2019,3077,1566,2589
227,IMG_000452.jpg,波太玄灰蝶,2790,3157,1784,2213
228,IMG_000454.jpg,波太玄灰蝶,2648,3021,1746,2199
229,IMG_000455.jpg,波太玄灰蝶,2741,3454,1428,2113
230,IMG_000456.jpg,波太玄灰蝶,2530,3258,1709,2385
231,IMG_000458.jpg,波太玄灰蝶,2518,3218,1705,2356
232,IMG_000462.jpg,波太玄灰蝶,2556,3246,1762,2392
233,IMG_000466.jpg,玄灰蝶,2645,3358,1775,2340
234,IMG_000467.jpg,玄灰蝶,1695,2679,1272,2466
235,IMG_000469.jpg,红灰蝶,1958,2431,1069,1562
236,IMG_000472.jpg,红灰蝶,1868,2631,951,1709
237,IMG_000475.jpg,红灰蝶,1689,2411,1075,1779
238,IMG_000476.jpg,红灰蝶,1833,2544,934,1630
239,IMG_000478.jpg,红灰蝶,3450,3773,2140,2476
240,IMG_000479.jpg,红灰蝶,1838,2819,1326,2292
241,IMG_000480.jpg,红灰蝶,2177,2881,1545,2237
242,IMG_000481.jpg,线灰蝶,2236,3274,1187,2256
243,IMG_000483.jpg,线灰蝶,1805,3300,815,2321
244,IMG_000484.jpg,线灰蝶,1662,3328,997,2513
245,IMG_000485.jpg,线灰蝶,1640,3240,1114,2648
246,IMG_000487.jpg,线灰蝶,2549,4356,821,2392
247,IMG_000490.jpg,线灰蝶,2461,4138,866,2548
248,IMG_000495.jpg,线灰蝶,2687,4356,862,2585
249,IMG_000496.jpg,线灰蝶,2279,3941,846,2551
250,IMG_000498.jpg,线灰蝶,2673,3378,1627,2229
251,IMG_000499.jpg,线灰蝶,2774,3510,1872,2396
252,IMG_000501.jpg,线灰蝶,2727,3493,1681,2195
253,IMG_000503.jpg,维纳斯眼灰蝶,2960,3793,1944,2822
254,IMG_000505.jpg,艳灰蝶,1852,2407,1199,1603
255,IMG_000506.jpg,艳灰蝶,1775,2358,1133,1551
256,IMG_000510.jpg,蓝灰蝶,1738,2634,935,1794
257,IMG_000512.jpg,蓝灰蝶,1864,2880,518,1580
258,IMG_000513.jpg,蓝灰蝶,1891,2213,1115,1728
259,IMG_000514.jpg,蓝灰蝶,2796,3195,1772,2105
260,IMG_000515.jpg,蓝灰蝶,1741,2490,702,1397
261,IMG_000518.jpg,青海红珠灰蝶,2539,3260,1542,2268
262,IMG_000520.jpg,青海红珠灰蝶,2468,3329,1363,2244
263,IMG_000521.jpg,青海红珠灰蝶,2473,3339,1424,2305
264,IMG_000523.jpg,青海红珠灰蝶,2476,3318,1416,2282
265,IMG_000525.jpg,青海红珠灰蝶,2406,3518,1371,2469
266,IMG_000526.jpg,青海红珠灰蝶,2364,3449,1275,2342
267,IMG_000531.jpg,古北拟酒眼蝶,2606,3445,1649,2302
268,IMG_000533.jpg,古北拟酒眼蝶,2526,3705,1510,2364
269,IMG_000534.jpg,古北拟酒眼蝶,303,1218,331,1169
270,IMG_000536.jpg,阿芬眼蝶,2368,3637,1645,2586
271,IMG_000538.jpg,阿芬眼蝶,2592,3416,1768,2439
272,IMG_000540.jpg,阿芬眼蝶,2632,3381,1797,2483
273,IMG_000541.jpg,阿芬眼蝶,2752,3510,1632,2237
274,IMG_000543.jpg,阿芬眼蝶,2392,3097,1383,2247
275,IMG_000547.jpg,阿芬眼蝶,1785,3610,921,2564
276,IMG_000550.jpg,阿芬眼蝶,1400,3426,1485,3297
277,IMG_000552.jpg,阿芬眼蝶,2643,3428,1299,2336
278,IMG_000553.jpg,阿芬眼蝶,2139,3032,1402,2336
279,IMG_000554.jpg,阿芬眼蝶,2065,3010,1463,2404
280,IMG_000558.jpg,阿芬眼蝶,2220,3228,1591,2433
281,IMG_000559.jpg,阿芬眼蝶,2539,3476,1594,2555
282,IMG_000567.jpg,阿芬眼蝶,2704,3789,1705,2726
283,IMG_000568.jpg,阿芬眼蝶,2604,3410,1816,2710
284,IMG_000570.jpg,阿芬眼蝶,2636,3520,1763,2710
285,IMG_000571.jpg,阿芬眼蝶,2189,3294,1532,2579
286,IMG_000574.jpg,阿芬眼蝶,2720,3315,1610,2289
287,IMG_000575.jpg,阿芬眼蝶,2667,3315,1563,2210
288,IMG_000576.jpg,阿芬眼蝶,2531,3167,1463,2142
289,IMG_000580.jpg,阿芬眼蝶,2415,3546,1368,2363
290,IMG_000582.jpg,阿芬眼蝶,2294,3504,1416,2426
291,IMG_000583.jpg,阿芬眼蝶,2562,3299,1495,2389
292,IMG_000585.jpg,阿芬眼蝶,2299,3067,1489,2379
293,IMG_000586.jpg,阿芬眼蝶,1457,3367,1605,3074
294,IMG_000587.jpg,阿芬眼蝶,1246,3152,947,2347
295,IMG_000588.jpg,阿芬眼蝶,1410,3352,1079,2605
296,IMG_000589.jpg,阿芬眼蝶,1415,3452,1179,2663
297,IMG_000591.jpg,阿芬眼蝶,1036,3157,1463,3132
298,IMG_000592.jpg,阿芬眼蝶,1883,4599,821,2847
299,IMG_000593.jpg,阿芬眼蝶,962,3589,332,2389
300,IMG_000594.jpg,阿芬眼蝶,1473,3862,300,2595
301,IMG_000599.jpg,阿芬眼蝶,1741,3473,1263,2779
302,IMG_000600.jpg,阿芬眼蝶,1867,3625,1474,2989
303,IMG_000602.jpg,阿芬眼蝶,2046,3441,1684,3226
304,IMG_000603.jpg,阿芬眼蝶,2167,3689,1242,2668
305,IMG_000608.jpg,拟稻眉眼蝶,1917,2706,976,1439
306,IMG_000610.jpg,拟稻眉眼蝶,736,1545,460,935
307,IMG_000612.jpg,牧女珍眼蝶,3457,3701,2332,2513
308,IMG_000613.jpg,牧女珍眼蝶,3632,4051,2336,2632
309,IMG_000614.jpg,牧女珍眼蝶,3298,3992,2187,2631
310,IMG_000618.jpg,牧女珍眼蝶,3157,3846,2047,2853
311,IMG_000619.jpg,牧女珍眼蝶,2104,3652,926,2363
312,IMG_000620.jpg,牧女珍眼蝶,2110,3631,1147,2568
313,IMG_000623.jpg,牧女珍眼蝶,2346,4194,1100,2337
314,IMG_000625.jpg,牧女珍眼蝶,2220,4146,837,2105
315,IMG_000630.jpg,白眼蝶,2249,3244,1741,2395
316,IMG_000631.jpg,白眼蝶,2771,3631,1263,1876
317,IMG_000632.jpg,白眼蝶,2813,3636,1546,2200
318,IMG_000635.jpg,白眼蝶,2383,3262,1458,2205
319,IMG_000639.jpg,白眼蝶,2794,3541,1442,2284
320,IMG_000640.jpg,白眼蝶,2394,3383,347,1310
321,IMG_000641.jpg,白眼蝶,2941,3394,1526,2226
322,IMG_000644.jpg,白眼蝶,2462,3331,1658,2389
323,IMG_000645.jpg,白眼蝶,2599,3441,1489,2226
324,IMG_000648.jpg,菩萨酒眼蝶,2636,4594,1526,2979
325,IMG_000652.jpg,西门珍眼蝶,2594,3115,1695,2384
326,IMG_000653.jpg,西门珍眼蝶,2294,3289,1700,2416
327,IMG_000655.jpg,边纹黛眼蝶,2728,4181,1129,2492
328,IMG_000658.jpg,云粉蝶,1945,2541,1310,1829
329,IMG_000660.jpg,云粉蝶,1481,1797,1070,1320
330,IMG_000661.jpg,云粉蝶,1729,2338,1325,1821
331,IMG_000662.jpg,侏粉蝶,640,1199,527,842
332,IMG_000665.jpg,大卫粉蝶,1178,3294,1153,2816
333,IMG_000667.jpg,大卫粉蝶,1962,3504,816,2174
334,IMG_000668.jpg,大卫粉蝶,2178,3841,1547,2905
335,IMG_000670.jpg,大卫粉蝶,2015,3941,947,3621
336,IMG_000673.jpg,大卫粉蝶,2425,3483,1079,2205
337,IMG_000674.jpg,大卫粉蝶,891,2041,614,1345
338,IMG_000677.jpg,大翅绢粉蝶,1901,2619,450,1191
339,IMG_000679.jpg,大翅绢粉蝶,1827,2575,735,1491
340,IMG_000680.jpg,大翅绢粉蝶,1972,2719,750,1487
341,IMG_000682.jpg,大翅绢粉蝶,1823,2545,354,1142
342,IMG_000683.jpg,大翅绢粉蝶,1905,2597,439,1205
343,IMG_000685.jpg,宽边黄粉蝶,1844,3125,864,1822
344,IMG_000686.jpg,宽边黄粉蝶,1698,3002,718,1703
345,IMG_000690.jpg,宽边黄粉蝶,2002,2540,849,1507
346,IMG_000692.jpg,宽边黄粉蝶,2586,3002,1241,1645
347,IMG_000696.jpg,宽边黄粉蝶,2948,3090,1986,2110
348,IMG_000697.jpg,宽边黄粉蝶,2920,3215,1882,2261
349,IMG_000698.jpg,宽边黄粉蝶,2520,3241,1782,2434
350,IMG_000699.jpg,宽边黄粉蝶,2773,3715,1608,2450
351,IMG_000704.jpg,宽边黄粉蝶,2620,3436,1497,2324
352,IMG_000705.jpg,宽边黄粉蝶,2326,3178,1682,2471
353,IMG_000707.jpg,宽边黄粉蝶,1066,2254,1644,2716
354,IMG_000708.jpg,宽边黄粉蝶,1593,2608,1076,1735
355,IMG_000709.jpg,山豆粉蝶,2536,3254,1874,2254
356,IMG_000711.jpg,橙黄豆粉蝶,583,1047,301,893
357,IMG_000713.jpg,橙黄豆粉蝶,244,594,278,538
358,IMG_000715.jpg,突角小粉蝶,2013,2706,903,1745
359,IMG_000718.jpg,突角小粉蝶,1633,3536,684,2576
360,IMG_000719.jpg,突角小粉蝶,1675,2521,907,1703
361,IMG_000720.jpg,突角小粉蝶,1475,2594,945,1868
362,IMG_000721.jpg,突角小粉蝶,2652,3057,1608,2040
363,IMG_000723.jpg,箭纹云粉蝶,1791,3960,1089,3532
364,IMG_000725.jpg,箭纹云粉蝶,2286,3255,1253,2716
365,IMG_000728.jpg,箭纹云粉蝶,2670,3333,1595,2326
366,IMG_000729.jpg,箭纹绢粉蝶,1960,3155,1584,2584
367,IMG_000733.jpg,箭纹绢粉蝶,3118,3897,1426,2479
368,IMG_000735.jpg,箭纹绢粉蝶,1060,3155,1442,3337
369,IMG_000736.jpg,箭纹绢粉蝶,1260,3186,668,2568
370,IMG_000738.jpg,箭纹绢粉蝶,2272,2931,1482,2050
371,IMG_000739.jpg,红襟粉蝶,807,1310,362,765
372,IMG_000741.jpg,绢粉蝶,702,1197,340,769
373,IMG_000742.jpg,绢粉蝶,924,1434,416,869
374,IMG_000748.jpg,菜粉蝶,2926,3852,1603,2118
375,IMG_000749.jpg,菜粉蝶,2473,2941,1887,2361
376,IMG_000750.jpg,菜粉蝶,2186,3028,1484,2316
377,IMG_000751.jpg,菜粉蝶,2027,3164,594,2602
378,IMG_000754.jpg,镉黄迁粉蝶,810,1269,424,910
379,IMG_000755.jpg,镉黄迁粉蝶,888,1112,436,748
380,IMG_000756.jpg,黎明豆粉蝶,948,1910,57,807
381,IMG_000758.jpg,黎明豆粉蝶,2275,2563,1084,1768
382,IMG_000759.jpg,依帕绢蝶,330,1643,457,1284
383,IMG_000760.jpg,依帕绢蝶,2045,3602,1389,2137
384,IMG_000762.jpg,四川绢蝶,2402,3834,610,3542
385,IMG_000764.jpg,珍珠绢蝶,2889,4727,1850,2956
386,IMG_000767.jpg,珍珠绢蝶,3434,3701,2386,2536
387,IMG_000768.jpg,珍珠绢蝶,3519,3790,2453,2594
388,IMG_000769.jpg,蛇目褐蚬蝶,1011,1326,675,966
389,IMG_000772.jpg,蛇目褐蚬蝶,1156,1348,580,756
390,IMG_000776.jpg,中环蛱蝶,2479,2974,1734,2182
391,IMG_000778.jpg,云豹蛱蝶,1557,1830,1562,1807
392,IMG_000780.jpg,云豹蛱蝶,306,341,256,294
393,IMG_000781.jpg,云豹蛱蝶,1703,1966,1921,2175
394,IMG_000783.jpg,伊诺小豹蛱蝶,931,1082,475,592
395,IMG_000784.jpg,伊诺小豹蛱蝶,940,1029,466,628
396,IMG_000785.jpg,伊诺小豹蛱蝶,977,1078,454,626
397,IMG_000787.jpg,伊诺小豹蛱蝶,966,1068,548,714
398,IMG_000788.jpg,伊诺小豹蛱蝶,866,972,614,746
399,IMG_000790.jpg,伊诺小豹蛱蝶,1065,1199,620,832
400,IMG_000793.jpg,伊诺小豹蛱蝶,1149,1326,578,800
401,IMG_000795.jpg,伊诺小豹蛱蝶,1127,1258,614,820
402,IMG_000800.jpg,小红蛱蝶,2225,2486,849,1322
403,IMG_000804.jpg,小红蛱蝶,3068,3182,1765,2037
404,IMG_000805.jpg,小红蛱蝶,2968,3205,1787,2055
405,IMG_000815.jpg,扬眉线蛱蝶,2169,2761,1076,1708
406,IMG_000820.jpg,扬眉线蛱蝶,2198,2702,790,1547
407,IMG_000822.jpg,扬眉线蛱蝶,2044,2573,845,1486
408,IMG_000824.jpg,扬眉线蛱蝶,2007,2783,799,1819
